,PERIOD,PARTNER,REPORTER,PRODUCT,FLOW,INDICATORS,Value,Per
1735,Jan.-Dec. 2014,GERMANY (incl DD from 1991),POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"43,599,716,109",0.263100828
1764,Jan.-Dec. 2014,EU28_EXTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"14,008,900,568",0.08149912
1793,Jan.-Dec. 2014,EU28_INTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"34,044,795,076",0.590967064
1822,Jan.-Dec. 2014,GERMANY (incl DD from 1991),PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"5,618,419,050",0.116919604
1827,Jan.-Dec. 2019,GERMANY (incl DD from 1991),PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1828,Jan.-Dec. 1991,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1829,Jan.-Dec. 1992,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1830,Jan.-Dec. 1993,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1831,Jan.-Dec. 1994,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1832,Jan.-Dec. 1995,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1833,Jan.-Dec. 1996,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1834,Jan.-Dec. 1997,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1835,Jan.-Dec. 1998,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1836,Jan.-Dec. 1999,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1851,Jan.-Dec. 2014,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"15,182,349,896",#VALUE!
1880,Jan.-Dec. 2014,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"37,318,160,102",#VALUE!
1909,Jan.-Dec. 2014,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"10,100,652,194",0.192391506
2025,Jan.-Dec. 2014,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"10,171,757,613",0.214508907
2054,Jan.-Dec. 2014,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"54,909,474,022",2.708581493
2083,Jan.-Dec. 2014,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"14,278,979,481",0.219402416
1938,Jan.-Dec. 2014,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"6,696,131,162",0.09678105
1967,Jan.-Dec. 2014,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"20,378,865,300",0.971573674
1996,Jan.-Dec. 2014,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"5,104,942,876",0.188548238
2112,Jan.-Dec. 2014,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"88,493,078,826",3.472521776
2141,Jan.-Dec. 2014,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"155,794,094,962",1.664502007
2170,Jan.-Dec. 2014,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"25,438,962,282",0.104135481
2199,Jan.-Dec. 2014,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"51,472,695,900",0.284013837
2228,Jan.-Dec. 2014,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"72,447,855,961",0.941961956
2257,Jan.-Dec. 2014,GERMANY (incl DD from 1991),SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"12,433,082,992",0.100331082
2286,Jan.-Dec. 2014,EU28_EXTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"198,223,103,682",2.335307622
2315,Jan.-Dec. 2014,EU28_INTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"182,059,040,765",0.864247301
2344,Jan.-Dec. 2014,GERMANY (incl DD from 1991),UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"37,419,561,246",0.098399469
25,Jan.-Dec. 2015,EU28_EXTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"41,237,357,447",0.187887826
1856,Jan.-Dec. 2019,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1857,Jan.-Dec. 1991,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1858,Jan.-Dec. 1992,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1859,Jan.-Dec. 1993,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1860,Jan.-Dec. 1994,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1861,Jan.-Dec. 1995,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1862,Jan.-Dec. 1996,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1863,Jan.-Dec. 1997,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1864,Jan.-Dec. 1998,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1865,Jan.-Dec. 1999,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
54,Jan.-Dec. 2015,EU28_INTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"96,519,423,966",#VALUE!
83,Jan.-Dec. 2015,GERMANY (incl DD from 1991),AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"40,515,111,886",#VALUE!
112,Jan.-Dec. 2015,EU28_EXTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"101,257,534,306",0.738919818
141,Jan.-Dec. 2015,EU28_INTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"256,514,232,850",1.809335156
170,Jan.-Dec. 2015,GERMANY (incl DD from 1991),BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"59,796,138,066",0.167134871
199,Jan.-Dec. 2015,EU28_EXTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,024,699,216",0.0253697
228,Jan.-Dec. 2015,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"14,852,924,612",0.219002378
257,Jan.-Dec. 2015,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,893,775,998",0.12648936
286,Jan.-Dec. 2015,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,976,025,266",0.224043069
315,Jan.-Dec. 2015,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"7,687,320,481",1.119001873
344,Jan.-Dec. 2015,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,303,746,411",0.111781511
373,Jan.-Dec. 2015,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"1,651,818,815",0.183717776
402,Jan.-Dec. 2015,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"1,308,945,569",0.442874871
431,Jan.-Dec. 2015,GERMANY (incl DD from 1991),CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"80,626,487",0.027231646
460,Jan.-Dec. 2015,EU28_EXTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"23,803,768,759",17.13028746
489,Jan.-Dec. 2015,EU28_INTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"118,560,319,836",4.963923876
518,Jan.-Dec. 2015,GERMANY (incl DD from 1991),CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"45,767,316,713",0.321480769
547,Jan.-Dec. 2015,EU28_EXTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"33,269,026,679",0.202455457
576,Jan.-Dec. 2015,EU28_INTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"52,791,265,498",0.667936588
1885,Jan.-Dec. 2019,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1886,Jan.-Dec. 1991,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1887,Jan.-Dec. 1992,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1888,Jan.-Dec. 1993,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1889,Jan.-Dec. 1994,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1890,Jan.-Dec. 1995,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1891,Jan.-Dec. 1996,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1892,Jan.-Dec. 1997,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1893,Jan.-Dec. 1998,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1894,Jan.-Dec. 1999,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,414,462,268",
605,Jan.-Dec. 2015,GERMANY (incl DD from 1991),DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"15,433,299,079",#VALUE!
634,Jan.-Dec. 2015,EU28_EXTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,875,739,715",0.170689723
663,Jan.-Dec. 2015,EU28_INTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,699,553,330",0.47515074
692,Jan.-Dec. 2015,GERMANY (incl DD from 1991),ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"606,046,313",0.052356887
721,Jan.-Dec. 2015,EU28_EXTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"22,159,745,459",2.381334498
750,Jan.-Dec. 2015,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"31,791,596,876",1.396463483
779,Jan.-Dec. 2015,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"7,501,835,631",0.139048174
808,Jan.-Dec. 2015,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"187,828,775,501",4.780156976
837,Jan.-Dec. 2015,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"268,685,895,672",1.375544233
866,Jan.-Dec. 2015,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"72,278,660,402",0.158327136
895,Jan.-Dec. 2015,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"11,853,138,943",0.034763552
924,Jan.-Dec. 2015,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"14,025,449,905",0.16670807
953,Jan.-Dec. 2015,GERMANY (incl DD from 1991),GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"1,887,503,073",0.072936862
982,Jan.-Dec. 2015,EU28_EXTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"16,606,562,331",1.043587721
1011,Jan.-Dec. 2015,EU28_INTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"72,239,569,984",3.906094653
1040,Jan.-Dec. 2015,GERMANY (incl DD from 1991),HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"24,870,226,910",0.2799247
1069,Jan.-Dec. 2015,EU28_EXTRA,IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"52,288,915,665",0.538451499
1098,Jan.-Dec. 2015,EU28_INTRA,IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"58,970,223,808",0.764267485
1127,Jan.-Dec. 2015,GERMANY (incl DD from 1991),IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"7,273,873,199",0.065377759
1914,Jan.-Dec. 2019,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1915,Jan.-Dec. 1991,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1916,Jan.-Dec. 1992,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1917,Jan.-Dec. 1993,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1918,Jan.-Dec. 1994,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1919,Jan.-Dec. 1995,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1920,Jan.-Dec. 1996,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1921,Jan.-Dec. 1997,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1922,Jan.-Dec. 1998,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1923,Jan.-Dec. 1999,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1156,Jan.-Dec. 2015,EU28_EXTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"186,316,004,436",#VALUE!
1185,Jan.-Dec. 2015,EU28_INTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"225,975,281,928",#VALUE!
1214,Jan.-Dec. 2015,GERMANY (incl DD from 1991),ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"50,764,493,938",0.123127739
1243,Jan.-Dec. 2015,EU28_EXTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,371,635,673",0.012183415
1272,Jan.-Dec. 2015,EU28_INTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"7,566,874,686",0.139774948
1301,Jan.-Dec. 2015,GERMANY (incl DD from 1991),LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"664,035,144",0.060706177
1330,Jan.-Dec. 2015,EU28_EXTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,855,207,281",1.075847927
1359,Jan.-Dec. 2015,EU28_INTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"14,048,685,172",1.475819666
1388,Jan.-Dec. 2015,GERMANY (incl DD from 1991),LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,794,479,457",0.078348231
1417,Jan.-Dec. 2015,EU28_EXTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"2,471,574,692",0.156002588
1446,Jan.-Dec. 2015,EU28_INTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"12,993,822,678",3.045864451
1475,Jan.-Dec. 2015,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"3,366,578,285",0.217684564
1504,Jan.-Dec. 2015,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,275,836,961",0.077983233
1533,Jan.-Dec. 2015,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,079,133,912",0.232450967
1562,Jan.-Dec. 2015,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"334,090,078",0.141865907
1591,Jan.-Dec. 2015,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"124,664,608,633",88.21291566
1620,Jan.-Dec. 2015,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"389,644,452,367",3.11718807
1649,Jan.-Dec. 2015,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"127,131,096,340",0.247188133
1678,Jan.-Dec. 2015,EU28_EXTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"37,082,819,959",0.071758078
1943,Jan.-Dec. 2019,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1944,Jan.-Dec. 1991,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1945,Jan.-Dec. 1992,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1946,Jan.-Dec. 1993,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1947,Jan.-Dec. 1994,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1948,Jan.-Dec. 1995,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1949,Jan.-Dec. 1996,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1950,Jan.-Dec. 1997,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1951,Jan.-Dec. 1998,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1952,Jan.-Dec. 1999,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1707,Jan.-Dec. 2015,EU28_INTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"142,449,785,837",#VALUE!
1736,Jan.-Dec. 2015,GERMANY (incl DD from 1991),POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"48,659,253,992",#VALUE!
1765,Jan.-Dec. 2015,EU28_EXTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"13,562,916,160",0.070969517
1794,Jan.-Dec. 2015,EU28_INTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"36,071,085,203",0.579714354
1823,Jan.-Dec. 2015,GERMANY (incl DD from 1991),PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"5,883,117,818",0.118529993
1852,Jan.-Dec. 2015,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"14,365,651,509",0.34241269
1881,Jan.-Dec. 2015,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"40,254,556,395",1.988000147
1910,Jan.-Dec. 2015,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"10,770,591,720",0.197190603
2026,Jan.-Dec. 2015,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"9,858,850,897",0.193215527
2055,Jan.-Dec. 2015,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"57,986,406,824",2.810856692
2084,Jan.-Dec. 2015,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"15,198,449,684",0.22401639
1939,Jan.-Dec. 2015,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"6,924,047,095",0.09461038
1968,Jan.-Dec. 2015,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"21,868,518,389",0.988519452
1997,Jan.-Dec. 2015,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"5,486,383,553",0.190548618
2113,Jan.-Dec. 2015,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"88,955,736,813",3.251912107
2142,Jan.-Dec. 2015,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"165,643,708,486",1.753917721
2171,Jan.-Dec. 2015,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"27,782,173,730",0.109121109
2200,Jan.-Dec. 2015,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"52,432,086,940",0.271070688
2229,Jan.-Dec. 2015,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"73,826,143,167",0.920361823
1972,Jan.-Dec. 2019,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1973,Jan.-Dec. 1991,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1974,Jan.-Dec. 1992,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1975,Jan.-Dec. 1993,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1976,Jan.-Dec. 1994,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1977,Jan.-Dec. 1995,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1978,Jan.-Dec. 1996,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1979,Jan.-Dec. 1997,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1980,Jan.-Dec. 1998,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1981,Jan.-Dec. 1999,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,466,115,506",
2258,Jan.-Dec. 2015,GERMANY (incl DD from 1991),SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"12,811,825,821",#VALUE!
2287,Jan.-Dec. 2015,EU28_EXTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"230,493,807,152",15.08670587
2316,Jan.-Dec. 2015,EU28_INTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"184,245,536,971",0.757259644
2345,Jan.-Dec. 2015,GERMANY (incl DD from 1991),UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"41,961,240,208",0.101174969
26,Jan.-Dec. 2016,EU28_EXTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"40,336,689,374",0.178317776
55,Jan.-Dec. 2016,EU28_INTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"97,073,189,899",1.179533803
84,Jan.-Dec. 2016,GERMANY (incl DD from 1991),AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"41,091,526,762",0.299043467
113,Jan.-Dec. 2016,EU28_EXTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"100,685,693,988",0.728736659
142,Jan.-Dec. 2016,EU28_INTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"259,147,688,364",1.827851378
171,Jan.-Dec. 2016,GERMANY (incl DD from 1991),BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"59,630,404,565",0.165716711
200,Jan.-Dec. 2016,EU28_EXTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,090,869,112",0.025380882
229,Jan.-Dec. 2016,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"15,930,885,377",0.235241963
258,Jan.-Dec. 2016,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,216,682,480",0.133907058
287,Jan.-Dec. 2016,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"4,306,598,721",0.224916227
316,Jan.-Dec. 2016,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,182,890,506",1.087675748
345,Jan.-Dec. 2016,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,453,461,878",0.116374805
374,Jan.-Dec. 2016,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"1,377,505,331",0.142948833
403,Jan.-Dec. 2016,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"1,303,052,861",0.460285395
432,Jan.-Dec. 2016,GERMANY (incl DD from 1991),CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"42,224,233",0.01575203
2001,Jan.-Dec. 2019,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2002,Jan.-Dec. 1991,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2003,Jan.-Dec. 1992,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2004,Jan.-Dec. 1993,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2005,Jan.-Dec. 1994,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2006,Jan.-Dec. 1995,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2007,Jan.-Dec. 1996,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2008,Jan.-Dec. 1997,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2009,Jan.-Dec. 1998,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2010,Jan.-Dec. 1999,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
461,Jan.-Dec. 2016,EU28_EXTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"24,048,389,099",#VALUE!
490,Jan.-Dec. 2016,EU28_INTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"122,930,603,723",#VALUE!
519,Jan.-Dec. 2016,GERMANY (incl DD from 1991),CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"47,595,727,458",0.323826736
548,Jan.-Dec. 2016,EU28_EXTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"33,028,793,904",0.193687354
577,Jan.-Dec. 2016,EU28_INTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"53,107,932,893",0.658706954
606,Jan.-Dec. 2016,GERMANY (incl DD from 1991),DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"14,057,693,943",0.163202091
635,Jan.-Dec. 2016,EU28_EXTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,099,360,064",0.046145033
664,Jan.-Dec. 2016,EU28_INTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,797,578,473",0.512767429
